MUNICIPIO,Ano,Codigo,Area,Nome,BACIA
Milagres,2022,2921302,245.790545,Área Urbanizada,Médio
Morro do Chapéu,2022,2921708,729.973005,Área Urbanizada,Médio
Mundo Novo,2022,2922102,172.513939,Área Urbanizada,Médio
Nova Fátima,2022,2922730,199.979043,Área Urbanizada,Médio
Pintadas,2022,2924652,126.968897,Área Urbanizada,Médio
Piritiba,2022,2924801,303.884634,Área Urbanizada,Médio
Quixabeira,2022,2925931,35.660069,Área Urbanizada,Médio
Retirolândia,2022,2926103,302.730034,Área Urbanizada,Médio
Ruy Barbosa,2022,2927200,501.949776,Área Urbanizada,Médio
Santaluz,2022,2928000,22.263707,Área Urbanizada,Médio
São Domingos,2022,2928950,197.011839,Área Urbanizada,Médio
São José do Jacuípe,2022,2929370,221.434072,Área Urbanizada,Médio
Serrolândia,2022,2930600,16.296302,Área Urbanizada,Médio
Tapiramutá,2022,2931301,178.174184,Área Urbanizada,Médio
Utinga,2022,2932804,291.238491,Área Urbanizada,Médio
Valente,2022,2933000,462.244489,Área Urbanizada,Médio
Várzea da Roça,2022,2933059,154.538968,Área Urbanizada,Médio
Várzea do Poço,2022,2933109,38.111374,Área Urbanizada,Médio
Wagner,2022,2933406,215.664238,Área Urbanizada,Médio
Andaraí,2000,2901304,1.483052,Café (beta),Alto
Barra da Estiva,2000,2902807,141.939899,Café (beta),Alto
Barro Alto,2000,2903235,0.613436,Café (beta),Alto
Ibicoara,2000,2912202,550.980282,Café (beta),Alto
Iramaia,2000,2914307,32.583496,Café (beta),Alto
Iraquara,2000,2914406,32.28622,Café (beta),Alto
Itaetê,2000,2915007,14.120437,Café (beta),Alto
Lençóis,2000,2919306,41.801429,Café (beta),Alto
Mucugê,2000,2921906,390.873826,Café (beta),Alto
Mulungu do Morro,2000,2922052,34.573529,Café (beta),Alto
Nova Redenção,2000,2922854,13.703118,Café (beta),Alto
Palmeiras,2000,2923506,33.464825,Café (beta),Alto
Piatã,2000,2924306,1.309971,Café (beta),Alto
Seabra,2000,2929909,0.700524,Café (beta),Alto
Souto Soares,2000,2930808,3.327708,Café (beta),Alto
Andaraí,2010,2901304,56.581411,Café (beta),Alto
Barra da Estiva,2010,2902807,224.785555,Café (beta),Alto
Boninal,2010,2904001,1.571672,Café (beta),Alto
Ibicoara,2010,2912202,405.651924,Café (beta),Alto
Iramaia,2010,2914307,1.868236,Café (beta),Alto
Iraquara,2010,2914406,66.357643,Café (beta),Alto
Itaetê,2010,2915007,10.535358,Café (beta),Alto
Lençóis,2010,2919306,46.319257,Café (beta),Alto
Mucugê,2010,2921906,981.635045,Café (beta),Alto
Mulungu do Morro,2010,2922052,14.443867,Café (beta),Alto
Nova Redenção,2010,2922854,13.441825,Café (beta),Alto
Palmeiras,2010,2923506,51.028969,Café (beta),Alto
Piatã,2010,2924306,19.95184,Café (beta),Alto
Seabra,2010,2929909,4.201913,Café (beta),Alto
Souto Soares,2010,2930808,0.963526,Café (beta),Alto
Andaraí,2022,2901304,46.099193,Café (beta),Alto
Barra da Estiva,2022,2902807,453.763175,Café (beta),Alto
Boninal,2022,2904001,1.834115,Café (beta),Alto
Ibicoara,2022,2912202,1024.024303,Café (beta),Alto
Iramaia,2022,2914307,56.755359,Café (beta),Alto
Iraquara,2022,2914406,257.213265,Café (beta),Alto
Itaetê,2022,2915007,62.330454,Café (beta),Alto
Lençóis,2022,2919306,272.788959,Café (beta),Alto
Mucugê,2022,2921906,1059.833519,Café (beta),Alto
Mulungu do Morro,2022,2922052,60.643734,Café (beta),Alto
Nova Redenção,2022,2922854,0.698124,Café (beta),Alto
Palmeiras,2022,2923506,44.480483,Café (beta),Alto
Piatã,2022,2924306,37.117621,Café (beta),Alto
Seabra,2022,2929909,14.756623,Café (beta),Alto
Souto Soares,2022,2930808,1.926136,Café (beta),Alto
Ipirá,2022,2914000,20.087156,Café (beta),Baixo
Bonito,2000,2904050,364.64626,Café (beta),Médio
Itaberaba,2000,2914703,0.611583,Café (beta),Médio
Lajedinho,2000,2919009,0.699372,Café (beta),Médio
Maracás,2000,2920502,11.313016,Café (beta),Médio
Marcionílio Souza,2000,2920809,0.609686,Café (beta),Médio
Miguel Calmon,2000,2921203,15.364077,Café (beta),Médio
Morro do Chapéu,2000,2921708,22.545485,Café (beta),Médio
Tapiramutá,2000,2931301,26.087466,Café (beta),Médio
Utinga,2000,2932804,78.50723,Café (beta),Médio
Wagner,2000,2933406,5.947255,Café (beta),Médio
Boa Vista do Tupim,2010,2903805,2.790783,Café (beta),Médio
Bonito,2010,2904050,538.018068,Café (beta),Médio
Iaçu,2010,2911907,0.087144,Café (beta),Médio
Itaberaba,2010,2914703,26.384585,Café (beta),Médio
Lajedinho,2010,2919009,3.059888,Café (beta),Médio
Maracás,2010,2920502,25.446599,Café (beta),Médio
Miguel Calmon,2010,2921203,19.922813,Café (beta),Médio
Morro do Chapéu,2010,2921708,20.607138,Café (beta),Médio
Mundo Novo,2010,2922102,8.312895,Café (beta),Médio
Ruy Barbosa,2010,2927200,1.485911,Café (beta),Médio
Tapiramutá,2010,2931301,103.911044,Café (beta),Médio
Utinga,2010,2932804,91.901082,Café (beta),Médio
Wagner,2010,2933406,0.072361,Café (beta),Médio
Boa Vista do Tupim,2022,2903805,30.119553,Café (beta),Médio
Bonito,2022,2904050,1371.93911,Café (beta),Médio
Iaçu,2022,2911907,7.850948,Café (beta),Médio
Ibiquera,2022,2912608,1.310319,Café (beta),Médio
Itaberaba,2022,2914703,5.940626,Café (beta),Médio
Lajedinho,2022,2919009,59.021674,Café (beta),Médio
Mairi,2022,2920106,5.252128,Café (beta),Médio
Maracás,2022,2920502,56.51459,Café (beta),Médio
Marcionílio Souza,2022,2920809,0.870965,Café (beta),Médio
Miguel Calmon,2022,2921203,62.63554,Café (beta),Médio
Morro do Chapéu,2022,2921708,304.230947,Café (beta),Médio
Mundo Novo,2022,2922102,22.237429,Café (beta),Médio
Piritiba,2022,2924801,7.430549,Café (beta),Médio
Ruy Barbosa,2022,2927200,16.421285,Café (beta),Médio
Tapiramutá,2022,2931301,67.063175,Café (beta),Médio
Utinga,2022,2932804,285.647022,Café (beta),Médio
Wagner,2022,2933406,40.758049,Café (beta),Médio
Cachoeira,2000,2904902,22.252543,Campo Alagado e Área Pantanosa,Baixo
Maragogipe,2000,2920601,108.490789,Campo Alagado e Área Pantanosa,Baixo
Saubara,2000,2929750,13.662866,Campo Alagado e Área Pantanosa,Baixo
Cachoeira,2010,2904902,21.838332,Campo Alagado e Área Pantanosa,Baixo
Maragogipe,2010,2920601,101.869223,Campo Alagado e Área Pantanosa,Baixo
Saubara,2010,2929750,12.770301,Campo Alagado e Área Pantanosa,Baixo
Cachoeira,2022,2904902,50.766162,Campo Alagado e Área Pantanosa,Baixo
Maragogipe,2022,2920601,181.957976,Campo Alagado e Área Pantanosa,Baixo
Saubara,2022,2929750,19.937859,Campo Alagado e Área Pantanosa,Baixo
Andaraí,2000,2901304,20543.681199,Formação Campestre,Alto
Barra da Estiva,2000,2902807,3281.820745,Formação Campestre,Alto
Barro Alto,2000,2903235,30.922158,Formação Campestre,Alto
Boninal,2000,2904001,1104.054561,Formação Campestre,Alto
Ibicoara,2000,2912202,9150.157003,Formação Campestre,Alto
Ibitiara,2000,2913002,70.056945,Formação Campestre,Alto
Iramaia,2000,2914307,1602.776828,Formação Campestre,Alto
Iraquara,2000,2914406,1643.313268,Formação Campestre,Alto
Itaetê,2000,2915007,5850.658626,Formação Campestre,Alto
Lençóis,2000,2919306,12381.283392,Formação Campestre,Alto
Mucugê,2000,2921906,64501.39395,Formação Campestre,Alto
Mulungu do Morro,2000,2922052,519.925638,Formação Campestre,Alto
Nova Redenção,2000,2922854,71.948847,Formação Campestre,Alto
Novo Horizonte,2000,2923035,2.553003,Formação Campestre,Alto
Palmeiras,2000,2923506,9825.244854,Formação Campestre,Alto
Piatã,2000,2924306,4121.008514,Formação Campestre,Alto
Seabra,2000,2929909,1748.169872,Formação Campestre,Alto
Souto Soares,2000,2930808,317.288955,Formação Campestre,Alto
Andaraí,2010,2901304,22740.410311,Formação Campestre,Alto
Barra da Estiva,2010,2902807,4085.028199,Formação Campestre,Alto
Barro Alto,2010,2903235,65.52662,Formação Campestre,Alto
Boninal,2010,2904001,3574.222814,Formação Campestre,Alto
Ibicoara,2010,2912202,10560.288732,Formação Campestre,Alto
Ibitiara,2010,2913002,89.844699,Formação Campestre,Alto
Iramaia,2010,2914307,1861.202715,Formação Campestre,Alto
Iraquara,2010,2914406,2994.604046,Formação Campestre,Alto
Itaetê,2010,2915007,6752.263215,Formação Campestre,Alto
Lençóis,2010,2919306,18100.014581,Formação Campestre,Alto
Mucugê,2010,2921906,75981.797936,Formação Campestre,Alto
Mulungu do Morro,2010,2922052,694.548375,Formação Campestre,Alto
Nova Redenção,2010,2922854,192.239234,Formação Campestre,Alto
Novo Horizonte,2010,2923035,1.884986,Formação Campestre,Alto
Palmeiras,2010,2923506,12586.138901,Formação Campestre,Alto
Piatã,2010,2924306,4454.496572,Formação Campestre,Alto
Seabra,2010,2929909,3449.931962,Formação Campestre,Alto
Souto Soares,2010,2930808,666.586191,Formação Campestre,Alto
Andaraí,2022,2901304,13231.831086,Formação Campestre,Alto
Andaraí,2022,2901304,7485.384785,Formação Campestre,Alto
Barra da Estiva,2022,2902807,3467.84967,Formação Campestre,Alto
Barro Alto,2022,2903235,38.786134,Formação Campestre,Alto
Boninal,2022,2904001,2016.146794,Formação Campestre,Alto
Ibicoara,2022,2912202,8632.574997,Formação Campestre,Alto
Ibitiara,2022,2913002,22.515455,Formação Campestre,Alto
Iramaia,2022,2914307,1633.700484,Formação Campestre,Alto
Iraquara,2022,2914406,2294.660788,Formação Campestre,Alto
Itaetê,2022,2915007,5451.411091,Formação Campestre,Alto
Lençóis,2022,2919306,15541.827438,Formação Campestre,Alto
Mucugê,2022,2921906,60600.695559,Formação Campestre,Alto
Mulungu do Morro,2022,2922052,253.946685,Formação Campestre,Alto
Nova Redenção,2022,2922854,40.847667,Formação Campestre,Alto
Novo Horizonte,2022,2923035,1.972455,Formação Campestre,Alto
Palmeiras,2022,2923506,11245.440289,Formação Campestre,Alto
Piatã,2022,2924306,3623.213165,Formação Campestre,Alto
Seabra,2022,2929909,2323.195831,Formação Campestre,Alto
Souto Soares,2022,2930808,424.230777,Formação Campestre,Alto
Barrocas,2000,2903276,4.115582,Formação Campestre,Baixo
Cachoeira,2000,2904902,0.785073,Formação Campestre,Baixo
Candeal,2000,2906402,12.768755,Formação Campestre,Baixo
Conceição do Coité,2000,2908408,22.382242,Formação Campestre,Baixo
Feira de Santana,2000,2910800,5.243952,Formação Campestre,Baixo
Governador Mangabeira,2000,2911600,3.663796,Formação Campestre,Baixo
Ichu,2000,2913309,6.222841,Formação Campestre,Baixo
Ipecaetá,2000,2913804,77.152502,Formação Campestre,Baixo
Ipirá,2000,2914000,268.776526,Formação Campestre,Baixo
Itatim,2000,2916856,121.176071,Formação Campestre,Baixo
Muritiba,2000,2922300,10.205686,Formação Campestre,Baixo
Pé de Serra,2000,2924058,98.802365,Formação Campestre,Baixo
Rafael Jambeiro,2000,2925956,157.893909,Formação Campestre,Baixo
Riachão do Jacuípe,2000,2926301,76.034755,Formação Campestre,Baixo
Santa Bárbara,2000,2927507,0.524888,Formação Campestre,Baixo
Santa Terezinha,2000,2928505,44.886066,Formação Campestre,Baixo
Santo Estêvão,2000,2928802,9.169156,Formação Campestre,Baixo
São Gonçalo dos Campos,2000,2929305,5.182488,Formação Campestre,Baixo
Serra Preta,2000,2930402,97.488311,Formação Campestre,Baixo
Serrinha,2000,2930501,3.4723,Formação Campestre,Baixo
Tanquinho,2000,2931103,3.323618,Formação Campestre,Baixo
Anguera,2010,2901502,0.611558,Formação Campestre,Baixo
Antônio Cardoso,2010,2901700,0.323153,Formação Campestre,Baixo
Barrocas,2010,2903276,53.228859,Formação Campestre,Baixo
Candeal,2010,2906402,424.084484,Formação Campestre,Baixo
Castro Alves,2010,2907301,0.629817,Formação Campestre,Baixo
Conceição do Coité,2010,2908408,261.105453,Formação Campestre,Baixo
Feira de Santana,2010,2910800,56.070769,Formação Campestre,Baixo
Governador Mangabeira,2010,2911600,0.69785,Formação Campestre,Baixo
Ichu,2010,2913309,205.472573,Formação Campestre,Baixo
Ipecaetá,2010,2913804,624.794768,Formação Campestre,Baixo
Ipirá,2010,2914000,5273.642037,Formação Campestre,Baixo
Itatim,2010,2916856,352.353581,Formação Campestre,Baixo
Pé de Serra,2010,2924058,552.910492,Formação Campestre,Baixo
Rafael Jambeiro,2010,2925956,2431.779326,Formação Campestre,Baixo
Riachão do Jacuípe,2010,2926301,1347.948562,Formação Campestre,Baixo
Santa Bárbara,2010,2927507,53.182374,Formação Campestre,Baixo
Santa Terezinha,2010,2928505,260.219889,Formação Campestre,Baixo
Santo Estêvão,2010,2928802,201.505923,Formação Campestre,Baixo
São Gonçalo dos Campos,2010,2929305,2.794033,Formação Campestre,Baixo
Serra Preta,2010,2930402,597.090008,Formação Campestre,Baixo
Serrinha,2010,2930501,464.10187,Formação Campestre,Baixo
Tanquinho,2010,2931103,48.075688,Formação Campestre,Baixo
Barrocas,2022,2903276,21.883666,Formação Campestre,Baixo
Cabaceiras do Paraguaçu,2022,2904852,1.570418,Formação Campestre,Baixo
Cachoeira,2022,2904902,1.131056,Formação Campestre,Baixo
Candeal,2022,2906402,77.454433,Formação Campestre,Baixo
Castro Alves,2022,2907301,0.004421,Formação Campestre,Baixo
Conceição do Coité,2022,2908408,102.189218,Formação Campestre,Baixo
Feira de Santana,2022,2910800,13.896433,Formação Campestre,Baixo
Governador Mangabeira,2022,2911600,1.049813,Formação Campestre,Baixo
Ichu,2022,2913309,79.243933,Formação Campestre,Baixo
Ipecaetá,2022,2913804,23.347501,Formação Campestre,Baixo
Ipirá,2022,2914000,460.585582,Formação Campestre,Baixo
Itatim,2022,2916856,225.743575,Formação Campestre,Baixo
Pé de Serra,2022,2924058,212.537705,Formação Campestre,Baixo
Rafael Jambeiro,2022,2925956,241.444383,Formação Campestre,Baixo
Riachão do Jacuípe,2022,2926301,470.617684,Formação Campestre,Baixo
Santa Bárbara,2022,2927507,22.87356,Formação Campestre,Baixo
Santa Terezinha,2022,2928505,69.927052,Formação Campestre,Baixo
Santo Estêvão,2022,2928802,19.201866,Formação Campestre,Baixo
São Gonçalo dos Campos,2022,2929305,4.976798,Formação Campestre,Baixo
Serra Preta,2022,2930402,78.158869,Formação Campestre,Baixo
Serrinha,2022,2930501,234.834575,Formação Campestre,Baixo
Tanquinho,2022,2931103,32.431594,Formação Campestre,Baixo
Baixa Grande,2000,2902609,94.958721,Formação Campestre,Médio
Boa Vista do Tupim,2000,2903805,768.785749,Formação Campestre,Médio
Bonito,2000,2904050,172.505312,Formação Campestre,Médio
Capela do Alto Alegre,2000,2906857,19.785434,Formação Campestre,Médio
Capim Grosso,2000,2906873,0.788618,Formação Campestre,Médio
Gavião,2000,2911253,19.268949,Formação Campestre,Médio
Iaçu,2000,2911907,713.977456,Formação Campestre,Médio
Ibiquera,2000,2912608,111.510385,Formação Campestre,Médio
Itaberaba,2000,2914703,355.578028,Formação Campestre,Médio
Lajedinho,2000,2919009,44.729429,Formação Campestre,Médio
Macajuba,2000,2919603,29.02352,Formação Campestre,Médio
Mairi,2000,2920106,20.25873,Formação Campestre,Médio
Maracás,2000,2920502,350.469244,Formação Campestre,Médio
Marcionílio Souza,2000,2920809,791.348234,Formação Campestre,Médio
Miguel Calmon,2000,2921203,372.534431,Formação Campestre,Médio
Milagres,2000,2921302,57.156388,Formação Campestre,Médio
Morro do Chapéu,2000,2921708,13107.11473,Formação Campestre,Médio
Mundo Novo,2000,2922102,110.315896,Formação Campestre,Médio
Nova Fátima,2000,2922730,29.711318,Formação Campestre,Médio
Nova Itarana,2000,2922805,1.424554,Formação Campestre,Médio
Pintadas,2000,2924652,27.621048,Formação Campestre,Médio
Piritiba,2000,2924801,495.687748,Formação Campestre,Médio
Planaltino,2000,2924900,75.799983,Formação Campestre,Médio
Quixabeira,2000,2925931,3.592099,Formação Campestre,Médio
Retirolândia,2000,2926103,10.859657,Formação Campestre,Médio
Ruy Barbosa,2000,2927200,264.099979,Formação Campestre,Médio
Santaluz,2000,2928000,13.862699,Formação Campestre,Médio
São Domingos,2000,2928950,91.108716,Formação Campestre,Médio
São José do Jacuípe,2000,2929370,18.487087,Formação Campestre,Médio
Serrolândia,2000,2930600,7.861189,Formação Campestre,Médio
Tapiramutá,2000,2931301,196.651736,Formação Campestre,Médio
Utinga,2000,2932804,559.485453,Formação Campestre,Médio
Valente,2000,2933000,7.272856,Formação Campestre,Médio
Várzea da Roça,2000,2933059,41.24853,Formação Campestre,Médio
Várzea do Poço,2000,2933109,28.00549,Formação Campestre,Médio
Wagner,2000,2933406,27.007946,Formação Campestre,Médio
Baixa Grande,2010,2902609,850.843584,Formação Campestre,Médio
Boa Vista do Tupim,2010,2903805,919.706653,Formação Campestre,Médio
Bonito,2010,2904050,372.744767,Formação Campestre,Médio
Capela do Alto Alegre,2010,2906857,744.095381,Formação Campestre,Médio
Capim Grosso,2010,2906873,6.99417,Formação Campestre,Médio
Gavião,2010,2911253,360.688277,Formação Campestre,Médio
Iaçu,2010,2911907,854.800065,Formação Campestre,Médio
Ibiquera,2010,2912608,215.119305,Formação Campestre,Médio
Itaberaba,2010,2914703,1065.5981,Formação Campestre,Médio
Lajedinho,2010,2919009,471.728142,Formação Campestre,Médio
Macajuba,2010,2919603,978.825681,Formação Campestre,Médio
Mairi,2010,2920106,415.776127,Formação Campestre,Médio
Maracás,2010,2920502,180.976762,Formação Campestre,Médio
Marcionílio Souza,2010,2920809,439.764066,Formação Campestre,Médio
Miguel Calmon,2010,2921203,1451.456403,Formação Campestre,Médio
Milagres,2010,2921302,89.874906,Formação Campestre,Médio
Morro do Chapéu,2010,2921708,20274.549083,Formação Campestre,Médio
Mundo Novo,2010,2922102,647.134932,Formação Campestre,Médio
Nova Fátima,2010,2922730,325.812172,Formação Campestre,Médio
Nova Itarana,2010,2922805,3.269051,Formação Campestre,Médio
Pintadas,2010,2924652,859.966376,Formação Campestre,Médio
Piritiba,2010,2924801,2496.696396,Formação Campestre,Médio
Planaltino,2010,2924900,213.549885,Formação Campestre,Médio
Quixabeira,2010,2925931,34.068349,Formação Campestre,Médio
Retirolândia,2010,2926103,148.749474,Formação Campestre,Médio
Ruy Barbosa,2010,2927200,1747.265235,Formação Campestre,Médio
Santaluz,2010,2928000,234.223343,Formação Campestre,Médio
São Domingos,2010,2928950,327.010301,Formação Campestre,Médio
São José do Jacuípe,2010,2929370,202.065617,Formação Campestre,Médio
Serrolândia,2010,2930600,10.901985,Formação Campestre,Médio
Tapiramutá,2010,2931301,691.001732,Formação Campestre,Médio
Utinga,2010,2932804,999.112049,Formação Campestre,Médio
Valente,2010,2933000,94.346046,Formação Campestre,Médio
Várzea da Roça,2010,2933059,388.990986,Formação Campestre,Médio
Várzea do Poço,2010,2933109,46.552124,Formação Campestre,Médio
Wagner,2010,2933406,189.583731,Formação Campestre,Médio
Baixa Grande,2022,2902609,136.338096,Formação Campestre,Médio
Boa Vista do Tupim,2022,2903805,174.91374,Formação Campestre,Médio
Bonito,2022,2904050,189.822893,Formação Campestre,Médio
Capela do Alto Alegre,2022,2906857,161.771924,Formação Campestre,Médio
Capim Grosso,2022,2906873,1.720903,Formação Campestre,Médio
Gavião,2022,2911253,74.105027,Formação Campestre,Médio
Iaçu,2022,2911907,848.111831,Formação Campestre,Médio
Ibiquera,2022,2912608,16.837407,Formação Campestre,Médio
Itaberaba,2022,2914703,460.078932,Formação Campestre,Médio
Lajedinho,2022,2919009,15.833683,Formação Campestre,Médio
Macajuba,2022,2919603,205.656197,Formação Campestre,Médio
Mairi,2022,2920106,192.742339,Formação Campestre,Médio
Maracás,2022,2920502,26.809802,Formação Campestre,Médio
Marcionílio Souza,2022,2920809,36.914836,Formação Campestre,Médio
Miguel Calmon,2022,2921203,216.724702,Formação Campestre,Médio
Milagres,2022,2921302,95.64841,Formação Campestre,Médio
Morro do Chapéu,2022,2921708,14457.092539,Formação Campestre,Médio
Mundo Novo,2022,2922102,49.218302,Formação Campestre,Médio
Nova Fátima,2022,2922730,55.939952,Formação Campestre,Médio
Nova Itarana,2022,2922805,4.02387,Formação Campestre,Médio
Pintadas,2022,2924652,216.574851,Formação Campestre,Médio
Piritiba,2022,2924801,140.002499,Formação Campestre,Médio
Planaltino,2022,2924900,15.414385,Formação Campestre,Médio
Quixabeira,2022,2925931,46.608955,Formação Campestre,Médio
Retirolândia,2022,2926103,24.957416,Formação Campestre,Médio
Ruy Barbosa,2022,2927200,178.349699,Formação Campestre,Médio
Santaluz,2022,2928000,99.418056,Formação Campestre,Médio
São Domingos,2022,2928950,41.399213,Formação Campestre,Médio
São José do Jacuípe,2022,2929370,167.489595,Formação Campestre,Médio
Serrolândia,2022,2930600,42.228958,Formação Campestre,Médio
Tapiramutá,2022,2931301,134.287035,Formação Campestre,Médio
Utinga,2022,2932804,590.276362,Formação Campestre,Médio
Valente,2022,2933000,170.430302,Formação Campestre,Médio
Várzea da Roça,2022,2933059,175.017328,Formação Campestre,Médio
Várzea do Poço,2022,2933109,125.56802,Formação Campestre,Médio
Wagner,2022,2933406,22.131965,Formação Campestre,Médio
Andaraí,2000,2901304,45655.414324,Formação Florestal,Alto
Barra da Estiva,2000,2902807,3663.387124,Formação Florestal,Alto
Barro Alto,2000,2903235,87.136892,Formação Florestal,Alto
Boninal,2000,2904001,1974.369492,Formação Florestal,Alto
Ibicoara,2000,2912202,19346.029738,Formação Florestal,Alto
Ibitiara,2000,2913002,356.822294,Formação Florestal,Alto
Iramaia,2000,2914307,16995.221124,Formação Florestal,Alto
Iraquara,2000,2914406,10962.257348,Formação Florestal,Alto
Itaetê,2000,2915007,21547.498403,Formação Florestal,Alto
Lençóis,2000,2919306,75947.80915,Formação Florestal,Alto
Mucugê,2000,2921906,24110.542446,Formação Florestal,Alto
Mulungu do Morro,2000,2922052,10956.19566,Formação Florestal,Alto
Nova Redenção,2000,2922854,4848.749598,Formação Florestal,Alto
Novo Horizonte,2000,2923035,14.228428,Formação Florestal,Alto
Palmeiras,2000,2923506,12208.295321,Formação Florestal,Alto
Piatã,2000,2924306,3069.969974,Formação Florestal,Alto
Seabra,2000,2929909,13441.65886,Formação Florestal,Alto
Souto Soares,2000,2930808,2133.670232,Formação Florestal,Alto
Andaraí,2010,2901304,40500.134619,Formação Florestal,Alto
Barra da Estiva,2010,2902807,3873.738362,Formação Florestal,Alto
Barro Alto,2010,2903235,82.054119,Formação Florestal,Alto
Boninal,2010,2904001,1919.251725,Formação Florestal,Alto
Ibicoara,2010,2912202,19781.077983,Formação Florestal,Alto
Ibitiara,2010,2913002,354.197391,Formação Florestal,Alto
Iramaia,2010,2914307,17028.165537,Formação Florestal,Alto
Iraquara,2010,2914406,11124.622988,Formação Florestal,Alto
Itaetê,2010,2915007,21821.466222,Formação Florestal,Alto
Lençóis,2010,2919306,74914.568378,Formação Florestal,Alto
Mucugê,2010,2921906,23629.311627,Formação Florestal,Alto
Mulungu do Morro,2010,2922052,10629.717038,Formação Florestal,Alto
Nova Redenção,2010,2922854,3305.865958,Formação Florestal,Alto
Novo Horizonte,2010,2923035,14.228427,Formação Florestal,Alto
Palmeiras,2010,2923506,12373.773449,Formação Florestal,Alto
Piatã,2010,2924306,3047.884124,Formação Florestal,Alto
Seabra,2010,2929909,12673.236652,Formação Florestal,Alto
Souto Soares,2010,2930808,1932.031107,Formação Florestal,Alto
Andaraí,2022,2901304,39340.091856,Formação Florestal,Alto
Barra da Estiva,2022,2902807,3606.613016,Formação Florestal,Alto
Barro Alto,2022,2903235,84.507854,Formação Florestal,Alto
Boninal,2022,2904001,2034.853531,Formação Florestal,Alto
Ibicoara,2022,2912202,19346.771527,Formação Florestal,Alto
Ibitiara,2022,2913002,383.81685,Formação Florestal,Alto
Iramaia,2022,2914307,16832.840434,Formação Florestal,Alto
Iraquara,2022,2914406,10683.585638,Formação Florestal,Alto
Itaetê,2022,2915007,20578.975038,Formação Florestal,Alto
Lençóis,2022,2919306,74988.762277,Formação Florestal,Alto
Mucugê,2022,2921906,22500.314551,Formação Florestal,Alto
Mulungu do Morro,2022,2922052,10251.392694,Formação Florestal,Alto
Nova Redenção,2022,2922854,3819.668406,Formação Florestal,Alto
Novo Horizonte,2022,2923035,15.277393,Formação Florestal,Alto
Palmeiras,2022,2923506,12374.919565,Formação Florestal,Alto
Piatã,2022,2924306,3157.752508,Formação Florestal,Alto
Seabra,2022,2929909,12875.968327,Formação Florestal,Alto
Souto Soares,2022,2930808,1909.733668,Formação Florestal,Alto
Anguera,2000,2901502,483.607291,Formação Florestal,Baixo
Antônio Cardoso,2000,2901700,596.189926,Formação Florestal,Baixo
Barrocas,2000,2903276,142.997642,Formação Florestal,Baixo
Cabaceiras do Paraguaçu,2000,2904852,150.133254,Formação Florestal,Baixo
Cachoeira,2000,2904902,10183.587611,Formação Florestal,Baixo
Candeal,2000,2906402,2054.590851,Formação Florestal,Baixo
Castro Alves,2000,2907301,917.04355,Formação Florestal,Baixo
Conceição da Feira,2000,2908200,912.487928,Formação Florestal,Baixo
Conceição do Coité,2000,2908408,421.017732,Formação Florestal,Baixo
Cruz das Almas,2000,2909802,458.439133,Formação Florestal,Baixo
Feira de Santana,2000,2910800,2100.288859,Formação Florestal,Baixo
Governador Mangabeira,2000,2911600,651.183762,Formação Florestal,Baixo
Ichu,2000,2913309,389.951335,Formação Florestal,Baixo
Ipecaetá,2000,2913804,1134.72492,Formação Florestal,Baixo
Ipirá,2000,2914000,3876.266687,Formação Florestal,Baixo
Itatim,2000,2916856,2110.347286,Formação Florestal,Baixo
Jaguaripe,2000,2917805,49.864358,Formação Florestal,Baixo
Maragogipe,2000,2920601,15783.589247,Formação Florestal,Baixo
Muritiba,2000,2922300,513.556358,Formação Florestal,Baixo
Nazaré,2000,2922508,55.336323,Formação Florestal,Baixo
Pé de Serra,2000,2924058,1021.384001,Formação Florestal,Baixo
Rafael Jambeiro,2000,2925956,2093.79298,Formação Florestal,Baixo
Riachão do Jacuípe,2000,2926301,876.817837,Formação Florestal,Baixo
Salinas da Margarida,2000,2927309,35.122833,Formação Florestal,Baixo
Santa Bárbara,2000,2927507,73.840089,Formação Florestal,Baixo
Santa Terezinha,2000,2928505,3450.172144,Formação Florestal,Baixo
Santo Estêvão,2000,2928802,447.287341,Formação Florestal,Baixo
São Félix,2000,2929008,2286.962689,Formação Florestal,Baixo
São Gonçalo dos Campos,2000,2929305,357.897182,Formação Florestal,Baixo
Sapeaçu,2000,2929602,10.900286,Formação Florestal,Baixo
Saubara,2000,2929750,941.253029,Formação Florestal,Baixo
Serra Preta,2000,2930402,1377.832302,Formação Florestal,Baixo
Serrinha,2000,2930501,1091.252593,Formação Florestal,Baixo
Tanquinho,2000,2931103,923.231676,Formação Florestal,Baixo
Anguera,2010,2901502,516.529958,Formação Florestal,Baixo
Antônio Cardoso,2010,2901700,594.634789,Formação Florestal,Baixo
Barrocas,2010,2903276,439.680539,Formação Florestal,Baixo
Cabaceiras do Paraguaçu,2010,2904852,126.971419,Formação Florestal,Baixo
Cachoeira,2010,2904902,9880.658909,Formação Florestal,Baixo
Candeal,2010,2906402,6278.328283,Formação Florestal,Baixo
Castro Alves,2010,2907301,922.506358,Formação Florestal,Baixo
Conceição da Feira,2010,2908200,978.802585,Formação Florestal,Baixo
Conceição do Coité,2010,2908408,2917.425423,Formação Florestal,Baixo
Cruz das Almas,2010,2909802,493.17052,Formação Florestal,Baixo
Feira de Santana,2010,2910800,2921.169909,Formação Florestal,Baixo
